Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Male,Single,Driver,Nsanje,11,SME,Phone,543,7,9631873,131834.8,2,2,48,1
Male,Single,Driver,Kasungu,13,SME,Email,792,16,1542636,0.0,1,1,62,0
Male,Married,Nurse,Mchinji,15,Retail,Email,471,7,4937102,99529.7,1,2,56,1
Male,Single,Teacher,Dowa,7,Retail,Phone,566,8,5754484,0.0,1,1,35,0
Male,Married,Civil Servant,Dedza,18,Retail,Phone,513,8,8002027,107303.72,4,0,27,0
Male,Single,Driver,Lilongwe,19,Corporate,Email,846,11,7135056,72783.42,1,2,33,0
Female,Married,Nurse,Nsanje,17,Corporate,Phone,325,8,2818208,0.0,4,2,44,0
Female,Single,Banker,Dedza,19,SME,Phone,318,12,2492133,0.0,1,2,35,0
Female,Married,Farmer,Zomba,20,Corporate,Phone,589,6,1807428,115743.6,4,1,22,0
Male,Divorced,Farmer,Mulanje,14,Corporate,Email,578,6,793448,161256.53,1,1,43,0
Male,Divorced,Businessperson,Ntcheu,14,Corporate,Email,379,14,3296368,0.0,1,5,27,0
Male,Single,Civil Servant,Nkhotakota,7,Corporate,Phone,824,14,9155053,0.0,4,3,44,0
Male,Married,Farmer,Blantyre,13,Retail,Phone,603,20,7526579,0.0,2,3,31,0
Female,Single,Farmer,Neno,11,SME,Email,364,15,3927960,162261.01,2,1,40,0
Male,Married,Businessperson,Phalombe,4,SME,Email,569,7,6459306,74896.33,4,4,39,0
Male,Married,Banker,Mulanje,17,Retail,Email,754,19,7083212,0.0,3,1,54,1
Male,Divorced,Teacher,Blantyre,2,Retail,Email,338,9,2420400,144037.6,3,0,35,0
Female,Divorced,Civil Servant,Machinga,6,Corporate,Phone,615,17,3201362,93522.2,3,4,23,0
Male,Single,Teacher,Chitipa,1,Retail,Email,322,3,3154491,0.0,4,5,38,0
Male,Divorced,Businessperson,Ntchisi,17,Corporate,Phone,401,1,5441425,0.0,1,1,18,0
Male,Married,Businessperson,Neno,18,Retail,Phone,738,18,9293637,106922.92,2,3,38,0
Male,Single,Banker,Salima,5,Corporate,Phone,626,5,1168819,112972.57,1,0,26,0
Female,Married,Businessperson,Mulanje,2,Corporate,Phone,423,19,1880200,123042.0,3,1,35,1
Female,Single,Teacher,Ntchisi,4,Retail,Phone,415,8,8497676,100488.92,3,5,33,0
Female,Divorced,Student,Karonga,17,Corporate,Email,606,7,7098581,123322.15,4,0,44,0
Male,Single,Student,Blantyre,10,SME,Phone,830,2,8068097,0.0,4,4,32,0
Male,Married,Driver,Dedza,4,SME,Email,647,2,7359246,68683.68,4,1,42,0
Male,Single,Teacher,Nsanje,16,Retail,Email,694,11,3791377,59532.18,3,0,49,0
Female,Single,Student,Likoma,9,SME,Email,418,20,7369451,140260.36,2,5,43,0
Male,Divorced,Civil Servant,Blantyre,9,Retail,Email,417,18,939784,88302.65,3,1,50,0
Female,Single,Nurse,Mchinji,3,SME,Phone,673,14,6128844,0.0,3,0,19,0
Male,Single,Banker,Balaka,17,Corporate,Email,377,18,2508114,114655.58,3,5,40,0
Female,Married,Nurse,Blantyre,14,SME,Phone,737,18,6506736,148283.94,4,3,42,1
Female,Married,Civil Servant,Dedza,19,SME,Phone,683,13,640680,0.0,3,5,38,1
Female,Divorced,Teacher,Mangochi,7,Retail,Email,635,8,9651571,0.0,1,4,35,0
Female,Divorced,Teacher,Chiradzulu,19,SME,Phone,359,7,4048472,123916.67,1,2,53,1
Female,Divorced,Driver,Blantyre,8,Retail,Email,575,19,99132,0.0,2,0,31,0
Female,Married,Businessperson,Kasungu,9,SME,Phone,728,12,78324,0.0,4,5,54,1
Male,Divorced,Driver,Chiradzulu,13,Corporate,Email,814,14,4629736,165896.0,1,2,43,0
Female,Divorced,Civil Servant,Machinga,19,Corporate,Email,615,6,9080842,0.0,1,4,32,0
Male,Married,Nurse,Mchinji,12,SME,Phone,698,14,5866727,111168.97,2,4,36,0
Female,Married,Farmer,Kasungu,20,Corporate,Email,556,20,4458774,103549.24,2,2,40,1
Female,Single,Driver,Nkhotakota,1,SME,Email,339,3,5695894,0.0,2,1,32,0
Male,Divorced,Farmer,Mzimba,15,Corporate,Phone,361,10,2530563,103804.97,2,2,30,0
Male,Single,Engineer,Zomba,20,Corporate,Phone,370,2,7677145,165901.59,3,4,45,1
Male,Single,Engineer,Kasungu,11,Corporate,Email,569,19,5574308,119152.1,3,4,59,0
Female,Single,Nurse,Dedza,1,Retail,Email,478,8,1257478,122950.31,4,2,57,0
Female,Married,Student,Karonga,7,Retail,Email,776,11,6160095,0.0,3,0,51,1
Male,Married,Driver,Thyolo,13,Corporate,Phone,517,9,2652241,133384.66,1,1,49,1
Male,Married,Driver,Chikwawa,15,Corporate,Phone,500,14,3862276,0.0,2,5,32,0
Male,Divorced,Civil Servant,Kasungu,10,SME,Email,793,15,8768008,0.0,1,5,64,0
Female,Married,Engineer,Mangochi,13,SME,Phone,715,5,1001684,158411.95,3,0,37,1
Male,Divorced,Nurse,Balaka,1,SME,Email,521,18,8929572,122028.65,2,5,29,0
Female,Divorced,Nurse,Nkhata Bay,1,SME,Email,382,8,408723,0.0,4,3,35,0
Female,Single,Nurse,Neno,7,Retail,Phone,556,4,9492232,128751.65,2,3,64,1
Male,Married,Farmer,Thyolo,18,Retail,Phone,355,15,6248904,133436.52,1,5,54,0
Male,Single,Farmer,Thyolo,11,Corporate,Phone,359,2,7376318,123177.01,2,1,40,0
Female,Divorced,Nurse,Dedza,7,Corporate,Email,839,20,7395391,0.0,4,0,59,1
Female,Married,Civil Servant,Chiradzulu,18,Corporate,Email,418,11,8132092,120328.88,1,3,37,0
Female,Divorced,Farmer,Nkhata Bay,14,Retail,Email,373,18,3453833,130147.98,3,2,39,1
Female,Married,Teacher,Nkhata Bay,19,Retail,Phone,709,16,2131588,92716.96,4,2,36,0
Female,Divorced,Farmer,Balaka,13,Retail,Phone,364,9,2683637,0.0,2,2,48,0
Male,Married,Engineer,Nkhotakota,12,Retail,Phone,692,15,9651307,0.0,1,1,34,0
Male,Single,Nurse,Mulanje,20,SME,Email,718,9,6088226,76914.21,4,4,40,0
Female,Single,Driver,Thyolo,17,SME,Phone,834,13,7980342,106045.92,1,2,32,0
Male,Divorced,Civil Servant,Nsanje,13,SME,Email,652,11,5748169,103133.26,1,0,34,0
Male,Married,Nurse,Dowa,12,Retail,Email,534,15,8672215,145974.79,2,3,38,0
Female,Single,Teacher,Dedza,20,Retail,Email,545,5,8835969,0.0,1,0,36,0
Female,Married,Farmer,Kasungu,20,SME,Email,370,7,6631619,0.0,1,0,49,0
Female,Single,Civil Servant,Thyolo,6,Retail,Phone,548,6,3885509,0.0,3,4,38,0
Male,Divorced,Banker,Karonga,19,SME,Phone,606,10,9551725,0.0,2,0,39,0
Female,Married,Businessperson,Salima,1,Retail,Email,440,5,1836238,0.0,3,0,31,1
Female,Divorced,Civil Servant,Mangochi,16,SME,Email,787,20,1379072,139183.06,2,1,31,0
Male,Married,Nurse,Chiradzulu,8,Retail,Phone,343,5,2114029,0.0,3,3,19,0
Female,Divorced,Civil Servant,Ntcheu,17,Corporate,Phone,467,20,9501945,74974.89,4,0,36,0
Male,Single,Civil Servant,Likoma,1,Retail,Phone,445,2,9689701,61691.45,4,5,44,0
Female,Divorced,Engineer,Phalombe,14,SME,Phone,840,14,6727351,121952.75,3,3,35,0
Female,Single,Driver,Phalombe,18,Retail,Email,469,18,1364169,0.0,2,4,35,0
Male,Single,Civil Servant,Thyolo,18,Corporate,Email,585,15,6955707,0.0,1,0,35,0
Male,Married,Banker,Chitipa,10,Corporate,Phone,728,8,7121131,0.0,4,3,37,0
Female,Divorced,Farmer,Kasungu,7,Corporate,Phone,407,17,9500394,80107.83,1,1,33,0
Female,Single,Engineer,Likoma,14,SME,Email,712,10,2920349,0.0,2,2,45,0
Male,Divorced,Engineer,Chikwawa,4,Corporate,Phone,755,9,8970801,147856.82,2,3,40,1
Male,Single,Student,Mzimba,4,SME,Email,380,16,3588658,0.0,4,1,36,0
Female,Married,Businessperson,Nsanje,14,Corporate,Phone,754,19,1699704,65407.16,4,1,53,1
Female,Single,Civil Servant,Dowa,1,SME,Email,685,2,3270986,114233.18,1,4,53,0
Female,Married,Teacher,Mangochi,1,SME,Email,574,15,5887580,0.0,3,3,37,0
Female,Divorced,Nurse,Mzimba,6,Corporate,Email,621,7,2330637,187602.18,1,5,53,1
Female,Single,Civil Servant,Zomba,1,SME,Email,506,5,7376754,156834.34,1,2,22,0
Female,Married,Teacher,Ntcheu,4,SME,Phone,444,6,871916,0.0,3,5,34,0
Male,Divorced,Businessperson,Balaka,13,Retail,Phone,458,17,9474788,157498.9,1,5,42,0
Female,Divorced,Civil Servant,Chitipa,11,SME,Email,672,7,4463749,0.0,2,0,44,0
Male,Single,Businessperson,Ntcheu,10,Corporate,Phone,787,14,6914332,0.0,1,5,41,1
Male,Married,Student,Rumphi,5,Corporate,Phone,578,17,4758193,0.0,4,4,34,0
Male,Single,Banker,Ntcheu,8,SME,Email,846,7,9401287,0.0,1,2,35,0
Male,Married,Engineer,Mangochi,3,Retail,Email,838,17,7201864,130274.22,2,1,19,0
Female,Married,Civil Servant,Chitipa,8,Retail,Phone,330,19,7951835,0.0,1,5,41,0
Female,Married,Farmer,Zomba,7,SME,Email,615,8,8660331,149379.66,4,2,39,0
Male,Single,Businessperson,Phalombe,5,SME,Email,763,2,3216467,0.0,1,0,29,0
Male,Divorced,Farmer,Mulanje,15,Corporate,Email,640,18,7902431,100829.94,4,5,35,0
Female,Divorced,Teacher,Ntchisi,19,Corporate,Email,792,20,1821140,96408.98,3,4,32,0
Male,Single,Banker,Ntchisi,10,SME,Phone,790,18,4803304,0.0,2,1,41,0
Male,Single,Driver,Kasungu,3,SME,Email,551,8,3088869,0.0,2,0,52,1
Male,Single,Teacher,Mwanza,19,Retail,Email,513,6,3055059,0.0,1,2,39,0
Male,Divorced,Student,Neno,1,Retail,Phone,551,13,1704964,149105.08,3,1,71,0
Male,Married,Driver,Zomba,20,Corporate,Phone,799,13,5619718,0.0,4,2,39,0
Male,Divorced,Businessperson,Salima,17,Retail,Email,530,14,9252539,0.0,2,3,41,0
Female,Married,Civil Servant,Salima,11,SME,Phone,313,7,5407138,0.0,1,1,34,0
Male,Single,Civil Servant,Lilongwe,3,Retail,Phone,389,3,5576374,90218.11,1,3,41,0
Female,Married,Teacher,Zomba,5,SME,Phone,721,1,9868587,87347.7,3,3,33,0
Male,Divorced,Civil Servant,Nsanje,15,Corporate,Email,443,6,7292901,0.0,4,5,28,0
Female,Single,Student,Karonga,19,Retail,Phone,765,5,5851996,137811.75,2,5,33,0
Male,Married,Student,Mchinji,9,Corporate,Email,410,6,9337121,105563.0,3,0,37,0
Male,Divorced,Farmer,Mchinji,1,Retail,Phone,686,10,3684630,0.0,4,2,38,0
Female,Single,Civil Servant,Chitipa,2,Corporate,Email,528,13,4791186,0.0,1,4,26,0
Male,Married,Civil Servant,Ntchisi,9,Corporate,Phone,741,17,9859006,91125.75,2,0,31,0
Male,Single,Nurse,Phalombe,3,Corporate,Phone,845,7,3716649,0.0,4,4,39,0
Male,Single,Banker,Karonga,5,SME,Phone,529,15,1064890,0.0,1,3,39,0
Female,Single,Engineer,Mzimba,15,Retail,Phone,656,12,1521459,135120.56,4,4,77,0
Male,Married,Farmer,Chitipa,2,Retail,Phone,407,7,8039661,0.0,4,2,29,0
Male,Divorced,Teacher,Neno,16,SME,Email,371,12,6398348,0.0,4,1,28,0
Female,Divorced,Farmer,Dowa,9,SME,Email,464,3,6093107,86837.95,2,0,36,0
Male,Married,Farmer,Mchinji,3,Retail,Phone,720,14,6335654,100446.57,4,0,26,0
Female,Single,Teacher,Thyolo,13,SME,Phone,779,12,8726910,0.0,3,5,32,0
Female,Married,Banker,Balaka,19,SME,Email,761,7,2035729,0.0,4,0,33,0
Female,Married,Nurse,Lilongwe,5,Retail,Phone,608,3,431878,0.0,4,2,32,1
Female,Single,Banker,Neno,17,SME,Email,350,15,7339102,114512.59,2,1,32,0
Male,Single,Teacher,Chitipa,1,SME,Email,750,7,7410775,136364.46,2,1,35,0
Male,Divorced,Civil Servant,Phalombe,1,SME,Phone,727,3,2283179,106260.67,4,4,31,0
Male,Married,Farmer,Mangochi,4,SME,Email,593,16,9242300,146126.75,2,3,24,0
Male,Divorced,Civil Servant,Balaka,6,Retail,Phone,332,12,2854207,111284.53,1,5,52,1
Female,Single,Student,Salima,16,Retail,Phone,523,7,3581811,121056.63,2,4,42,0
Male,Divorced,Student,Mzimba,15,Retail,Email,424,13,8830149,128270.56,4,3,34,0
Male,Divorced,Nurse,Dowa,11,Retail,Email,331,10,4857987,0.0,2,3,30,0
Male,Single,Teacher,Chikwawa,13,SME,Phone,751,18,1052494,0.0,4,0,35,0
Female,Divorced,Driver,Chitipa,14,Retail,Phone,791,7,9940110,0.0,1,4,79,0
Male,Divorced,Businessperson,Machinga,9,Corporate,Email,736,16,2374216,191775.65,2,2,32,0
Female,Single,Teacher,Phalombe,10,SME,Phone,486,3,6228104,0.0,4,5,35,1
Male,Divorced,Businessperson,Zomba,14,SME,Email,521,12,9810526,85141.79,3,3,34,0
Male,Married,Banker,Mwanza,9,Retail,Email,419,8,5683473,126392.18,2,2,26,0
Male,Single,Driver,Balaka,1,SME,Phone,611,13,7761527,0.0,1,2,28,0
Female,Married,Student,Thyolo,12,Corporate,Email,367,1,9621272,129860.37,2,1,40,0
Female,Divorced,Banker,Blantyre,16,Retail,Email,749,16,9503944,127642.44,1,4,53,1
Female,Single,Businessperson,Neno,19,Corporate,Phone,626,10,8498703,0.0,4,0,35,0
Female,Divorced,Civil Servant,Salima,4,SME,Email,760,4,3796866,125584.17,2,5,44,1
Male,Single,Nurse,Nkhotakota,14,Corporate,Email,527,12,273914,50911.21,1,0,56,1
Male,Married,Farmer,Ntchisi,16,Retail,Email,362,8,8190301,91955.61,2,4,29,0
Female,Single,Engineer,Mchinji,17,SME,Phone,470,2,4051619,84266.44,4,3,36,0
Female,Married,Farmer,Phalombe,4,Retail,Email,580,6,1002760,147149.59,3,4,36,0
Female,Divorced,Nurse,Ntchisi,6,SME,Email,824,14,6182880,0.0,2,5,36,0
Female,Divorced,Businessperson,Chiradzulu,4,Corporate,Phone,756,20,4037526,104822.45,4,2,23,0
Male,Single,Banker,Chikwawa,14,SME,Email,542,16,8527813,146766.72,3,4,42,0
Male,Married,Student,Chiradzulu,19,Corporate,Email,384,17,2724186,148745.92,2,3,70,0
Male,Divorced,Student,Dedza,2,SME,Phone,376,16,7679159,0.0,3,5,27,1
Female,Married,Driver,Nsanje,6,Retail,Phone,438,19,2975630,0.0,1,5,48,0
Male,Single,Nurse,Dowa,14,Corporate,Phone,396,20,7539018,0.0,4,3,35,0
Female,Divorced,Engineer,Mchinji,4,Retail,Phone,551,16,6997548,135203.81,4,4,41,0
Male,Married,Teacher,Nsanje,3,SME,Email,596,16,616568,93301.97,3,1,23,0
Male,Married,Businessperson,Neno,9,Corporate,Phone,454,19,4924145,96341.0,1,2,33,0
Male,Single,Farmer,Zomba,2,Corporate,Email,535,5,5858640,165326.2,2,5,44,0
Male,Divorced,Farmer,Ntchisi,11,Corporate,Phone,442,3,1621513,0.0,1,3,27,0
Female,Married,Farmer,Chitipa,19,SME,Email,757,10,188385,99786.2,4,1,41,0
Female,Married,Driver,Nsanje,9,SME,Email,403,20,578756,114440.24,4,4,22,0
Male,Single,Civil Servant,Ntcheu,7,Retail,Phone,322,18,9707771,141573.55,2,2,36,0
Female,Single,Driver,Mangochi,1,Retail,Email,756,2,5932946,0.0,4,5,22,1
Female,Married,Civil Servant,Nsanje,13,SME,Phone,635,12,4751709,133676.65,1,2,55,0
Female,Divorced,Farmer,Mchinji,12,Retail,Email,804,10,6185912,147493.7,4,5,33,0
Male,Married,Banker,Nkhata Bay,11,Corporate,Phone,348,9,5962295,0.0,3,2,54,1
Female,Married,Student,Salima,17,Retail,Email,465,18,875148,0.0,4,5,29,0
Female,Single,Teacher,Salima,14,SME,Email,517,15,8811049,95022.57,1,0,37,0
Female,Divorced,Engineer,Lilongwe,10,SME,Email,538,2,9501940,0.0,3,0,34,0
Male,Single,Student,Nsanje,13,Corporate,Email,566,19,9438149,0.0,1,1,37,0
Male,Single,Civil Servant,Mangochi,10,Corporate,Email,811,12,8792112,149713.61,3,0,50,1
Female,Divorced,Engineer,Mulanje,18,SME,Email,781,12,9086310,107963.38,2,3,43,1
Male,Divorced,Banker,Thyolo,15,SME,Phone,631,18,5710823,0.0,1,5,40,0
Male,Single,Businessperson,Salima,17,Corporate,Email,675,20,6812689,0.0,2,1,32,0
Male,Married,Farmer,Mulanje,13,Corporate,Phone,304,20,5862633,0.0,1,1,37,0
Male,Divorced,Student,Nkhotakota,13,SME,Phone,604,16,6419799,0.0,3,4,43,0
Female,Married,Teacher,Nkhata Bay,5,SME,Phone,301,15,4649339,102017.25,3,4,33,0
Female,Divorced,Businessperson,Kasungu,16,Retail,Email,581,11,7174524,0.0,3,1,27,0
Male,Single,Farmer,Dowa,15,Retail,Phone,753,12,4181960,0.0,1,2,44,0
Male,Single,Engineer,Ntcheu,12,Retail,Phone,359,4,1825158,96674.55,4,5,29,0
Female,Single,Student,Lilongwe,6,Retail,Email,819,19,9636278,81811.71,3,5,44,1
Male,Divorced,Engineer,Likoma,4,Corporate,Phone,561,13,3652035,79281.61,1,1,33,0
Male,Divorced,Engineer,Salima,8,Retail,Phone,621,10,7137585,0.0,1,2,31,0
Female,Single,Engineer,Mulanje,15,Corporate,Email,496,9,5575605,122314.39,3,1,36,0
Male,Single,Banker,Thyolo,7,Retail,Phone,640,9,8238350,140733.74,1,1,43,0
Male,Married,Driver,Neno,7,Corporate,Email,419,7,7367902,116933.11,3,5,49,1
Male,Single,Nurse,Zomba,13,Corporate,Email,526,18,9036245,165445.04,4,3,41,0
Female,Divorced,Teacher,Dowa,4,Retail,Email,444,2,1409404,123805.03,2,2,53,0
Male,Single,Farmer,Mchinji,13,Retail,Phone,647,18,3799600,107548.94,1,5,37,0
Male,Married,Driver,Mulanje,7,Corporate,Phone,848,19,1824917,111634.29,2,5,49,0
Female,Married,Nurse,Mangochi,13,Retail,Phone,800,8,6806047,109153.96,1,0,41,1
Female,Single,Banker,Chiradzulu,9,Retail,Phone,477,13,1834329,0.0,1,3,34,0
Male,Married,Driver,Chikwawa,4,SME,Phone,777,4,1643154,86055.17,1,0,34,0
Female,Single,Engineer,Karonga,18,Corporate,Phone,759,5,6275233,98438.23,2,0,51,1
Male,Single,Farmer,Chikwawa,8,SME,Phone,613,15,5232039,0.0,4,3,29,0
Female,Married,Civil Servant,Dowa,4,Retail,Phone,746,12,5738642,144705.87,3,5,32,0
Male,Married,Driver,Nkhotakota,11,SME,Email,342,4,456252,0.0,2,2,31,0
Male,Married,Teacher,Neno,14,SME,Email,802,4,7902994,91612.91,2,3,41,0
Male,Divorced,Banker,Kasungu,7,Retail,Email,614,2,4810817,0.0,4,5,40,0
Female,Single,Student,Karonga,18,SME,Email,801,12,223802,0.0,3,1,40,0
Female,Married,Teacher,Zomba,11,SME,Phone,535,16,9211230,192122.84,2,2,32,1
Male,Married,Banker,Mulanje,15,SME,Phone,423,2,8925569,179904.0,1,5,41,0
Male,Single,Banker,Zomba,16,Corporate,Email,362,15,6338759,178058.06,1,4,59,1
Male,Single,Banker,Phalombe,8,Retail,Phone,810,3,2790288,176166.56,4,4,30,0
Male,Divorced,Driver,Salima,12,Corporate,Phone,693,7,9998272,156864.2,1,4,42,0
Female,Divorced,Driver,Mulanje,7,Corporate,Email,322,9,891772,0.0,1,4,44,0
Male,Divorced,Student,Phalombe,8,SME,Email,334,15,2366750,0.0,3,4,30,0
Female,Single,Civil Servant,Mulanje,5,Corporate,Phone,769,10,4545942,0.0,4,3,33,0
Male,Single,Farmer,Dedza,10,SME,Phone,824,12,2768951,161588.89,4,5,34,0
Male,Single,Farmer,Mangochi,1,SME,Email,530,7,5665051,109349.29,2,0,48,1
Female,Married,Student,Mulanje,9,SME,Email,344,4,5773588,0.0,3,3,29,0
Female,Married,Civil Servant,Mzimba,10,Corporate,Phone,450,10,4783260,0.0,1,2,36,0
Male,Single,Civil Servant,Neno,3,Corporate,Phone,718,5,2928332,0.0,4,2,37,1
Male,Married,Civil Servant,Thyolo,15,SME,Phone,732,16,2618824,152335.7,1,5,60,1
Female,Divorced,Engineer,Dedza,15,Retail,Phone,512,9,8699933,124662.54,1,0,51,1
Female,Married,Teacher,Mangochi,12,SME,Email,390,8,4981581,91522.04,4,5,47,0
Male,Single,Student,Likoma,7,Corporate,Phone,460,14,5842594,0.0,2,5,45,0
Female,Married,Driver,Rumphi,10,SME,Phone,628,20,5703359,62052.28,1,4,39,0
Male,Married,Driver,Zomba,19,Corporate,Phone,698,15,6380244,107871.72,4,4,32,0
Female,Single,Teacher,Ntcheu,20,Corporate,Email,350,12,339506,99472.76,3,0,36,1
Female,Divorced,Teacher,Lilongwe,13,Retail,Phone,698,12,9933364,128039.01,3,3,50,0
Male,Divorced,Farmer,Nkhata Bay,7,SME,Phone,369,6,2056696,0.0,4,5,33,0
Female,Divorced,Farmer,Phalombe,19,Corporate,Phone,785,6,9888816,114634.63,4,0,33,1
Male,Single,Civil Servant,Likoma,13,SME,Email,427,1,6555401,56738.47,1,1,26,1
Male,Married,Businessperson,Nsanje,4,Corporate,Email,655,7,25897,90355.12,4,1,34,0
Male,Single,Banker,Mwanza,14,Corporate,Phone,682,20,290814,115725.24,2,0,36,0
Male,Married,Banker,Ntchisi,4,Retail,Phone,600,1,8219297,114327.59,4,3,58,0
Female,Divorced,Civil Servant,Rumphi,12,SME,Phone,372,11,3985912,100762.64,4,2,36,0
Female,Single,Farmer,Balaka,20,Corporate,Phone,324,20,4938604,0.0,3,3,40,1
Male,Single,Nurse,Balaka,5,SME,Email,579,11,9390483,89039.9,2,5,39,0
Male,Married,Businessperson,Chiradzulu,10,Retail,Email,785,10,7324361,78829.53,2,2,34,0
Male,Married,Businessperson,Salima,20,Retail,Email,445,7,7885371,112372.96,2,1,30,0
Male,Married,Nurse,Kasungu,9,Retail,Phone,701,4,7842640,122029.15,4,2,81,0
Female,Married,Engineer,Mchinji,3,Corporate,Phone,429,4,2829555,157829.12,4,2,29,0
Female,Married,Nurse,Dedza,16,SME,Email,822,14,8293927,108377.75,3,0,31,0
Female,Single,Nurse,Mulanje,12,Retail,Email,749,10,102386,95507.12,3,1,54,0
Male,Married,Driver,Nsanje,19,Corporate,Phone,698,16,5884080,127146.68,4,0,43,0
Male,Married,Nurse,Nkhotakota,8,Retail,Phone,829,17,7716593,133811.78,3,0,24,1
Male,Married,Businessperson,Likoma,2,Retail,Phone,800,3,7059451,121092.47,1,0,36,0
Male,Married,Driver,Nkhata Bay,17,Retail,Phone,447,4,6818577,126979.75,3,5,34,0
Male,Single,Teacher,Likoma,18,Corporate,Phone,407,12,4307957,144235.73,2,5,37,1
Female,Single,Businessperson,Mchinji,18,Corporate,Phone,328,18,4765535,152582.2,4,3,38,0
Male,Married,Teacher,Likoma,10,Corporate,Email,759,9,2787378,172478.15,1,1,43,1
Male,Single,Nurse,Mangochi,18,Retail,Email,647,3,9591351,126477.42,1,5,36,0
Male,Married,Teacher,Mwanza,8,Corporate,Email,434,6,7838183,97473.87,3,0,43,0
Male,Married,Farmer,Nkhotakota,18,SME,Email,811,1,5470023,138053.67,2,3,53,0
Female,Married,Businessperson,Salima,12,Retail,Phone,617,10,2351042,164003.05,2,3,31,0
Female,Single,Banker,Mwanza,4,Retail,Phone,762,8,5846046,0.0,1,4,47,1
Female,Married,Engineer,Likoma,6,SME,Email,785,12,546522,0.0,1,0,62,0
Female,Single,Banker,Chitipa,15,Corporate,Phone,531,14,7351382,122486.11,2,1,39,0
Male,Single,Engineer,Salima,11,SME,Email,655,18,3357162,0.0,2,5,36,0
Female,Divorced,Businessperson,Nkhotakota,7,Retail,Phone,325,16,4691009,53667.44,2,5,45,0
Male,Divorced,Teacher,Chikwawa,18,SME,Email,394,2,1464219,0.0,1,3,20,0
Male,Married,Farmer,Karonga,17,Retail,Phone,820,8,6347221,109327.65,1,2,58,0
Male,Married,Student,Chikwawa,4,Retail,Phone,580,17,6563978,121151.05,4,2,34,0
Male,Single,Banker,Chitipa,15,Corporate,Email,494,16,7762860,101043.63,4,0,42,0
Male,Divorced,Student,Mchinji,4,Retail,Phone,506,17,8156837,83501.66,3,3,33,0
Male,Married,Engineer,Nsanje,8,Corporate,Phone,734,1,2921690,80462.24,4,0,33,0
Male,Single,Businessperson,Salima,18,SME,Email,403,16,3347412,0.0,2,2,39,0
Male,Divorced,Student,Mchinji,11,Corporate,Email,848,13,6814475,109093.41,1,4,37,0
Female,Single,Businessperson,Neno,16,Corporate,Phone,590,8,3293934,140355.6,1,2,46,0
Male,Single,Farmer,Mwanza,8,Corporate,Phone,827,11,9856749,0.0,2,1,42,0
Male,Single,Student,Ntchisi,1,Corporate,Phone,825,19,856502,130170.82,1,0,45,0
Female,Married,Farmer,Mulanje,16,Corporate,Email,474,20,8562439,0.0,3,5,42,0
Male,Divorced,Teacher,Dedza,6,SME,Email,676,13,7477311,109542.29,4,3,40,0
Female,Married,Businessperson,Thyolo,10,Corporate,Email,686,7,2057570,33563.95,2,3,41,1
Male,Married,Student,Salima,13,Corporate,Phone,493,15,7217443,148795.17,2,3,36,0
Male,Divorced,Teacher,Mzimba,17,SME,Email,712,13,870964,0.0,1,3,64,0
Male,Divorced,Civil Servant,Nkhata Bay,1,Retail,Email,751,10,619914,174126.75,3,1,40,1
Male,Divorced,Banker,Chitipa,14,Corporate,Phone,512,13,1875407,0.0,1,3,41,0
Female,Divorced,Teacher,Neno,4,Retail,Phone,597,12,5620744,106405.03,3,3,35,0
Male,Single,Driver,Mwanza,3,Retail,Phone,579,5,492837,0.0,4,4,38,0
Male,Married,Businessperson,Mzimba,18,Corporate,Phone,825,17,3825050,128393.29,3,5,30,0
Male,Divorced,Teacher,Mangochi,14,Retail,Phone,802,20,1962925,127841.52,2,3,41,0
Female,Single,Nurse,Salima,14,Corporate,Email,616,3,2718289,137295.19,3,5,24,0
Female,Divorced,Businessperson,Mzimba,18,SME,Email,551,16,2885029,155828.22,3,1,55,1
Male,Divorced,Teacher,Chiradzulu,3,Corporate,Phone,734,12,1655129,0.0,1,3,39,0
Female,Divorced,Driver,Balaka,6,SME,Email,715,2,8031977,144351.86,4,4,25,0
Male,Single,Student,Nkhata Bay,18,Corporate,Phone,638,5,2003806,106365.29,1,2,35,0
Male,Divorced,Banker,Neno,8,Retail,Phone,680,1,7500169,127801.88,2,4,35,0
Female,Divorced,Businessperson,Mulanje,18,Corporate,Email,705,14,698215,122793.96,4,3,45,0
Male,Married,Teacher,Mchinji,12,Corporate,Email,537,20,3158995,113525.84,4,2,38,1
